65304.000000	-0.052000	0.020000	-0.991000	0.732000	0.092000	0.061000	46.000000	-29.000000	-64.000000	1671205351.552487	0.000000
65304.000000	-0.054000	0.021000	-0.993000	0.732000	0.122000	0.061000	47.000000	-31.000000	-64.000000	1671205351.552487	0.000000
65304.000000	-0.053000	0.019000	-0.993000	0.702000	0.153000	0.092000	46.000000	-31.000000	-64.000000	1671205351.552488	0.000000
65321.000000	-0.054000	0.019000	-0.992000	0.732000	0.153000	0.092000	47.000000	-31.000000	-64.000000	1671205351.654579	0.000000
65321.000000	-0.052000	0.019000	-0.988000	0.732000	0.122000	0.092000	46.000000	-31.000000	-65.000000	1671205351.654580	0.000000
65321.000000	-0.051000	0.018000	-0.991000	0.732000	0.153000	0.061000	47.000000	-30.000000	-64.000000	1671205351.654580	0.000000
65339.000000	-0.051000	0.019000	-0.990000	0.702000	0.153000	0.092000	46.000000	-30.000000	-65.000000	1671205351.757643	0.000000
65339.000000	-0.051000	0.019000	-0.994000	0.732000	0.153000	0.092000	47.000000	-31.000000	-64.000000	1671205351.757643	0.000000
65355.000000	-0.052000	0.020000	-0.991000	0.732000	0.183000	0.092000	46.000000	-30.000000	-64.000000	1671205351.864619	0.000000
65355.000000	-0.051000	0.017000	-0.990000	0.732000	0.153000	0.092000	47.000000	-30.000000	-64.000000	1671205351.864619	0.000000
65355.000000	-0.053000	0.019000	-0.993000	0.732000	0.153000	0.061000	46.000000	-30.000000	-64.000000	1671205351.864620	0.000000
65375.000000	-0.053000	0.020000	-0.991000	0.732000	0.183000	0.092000	46.000000	-30.000000	-65.000000	1671205351.970512	0.000000
65375.000000	-0.050000	0.018000	-0.994000	0.732000	0.153000	0.092000	47.000000	-30.000000	-64.000000	1671205351.970512	0.000000
65392.000000	-0.052000	0.020000	-0.992000	0.702000	0.122000	0.031000	47.000000	-31.000000	-66.000000	1671205352.069434	0.000000
65392.000000	-0.052000	0.020000	-0.992000	0.732000	0.122000	0.061000	45.000000	-31.000000	-65.000000	1671205352.069434	0.000000
65392.000000	-0.052000	0.021000	-0.992000	0.732000	0.153000	0.153000	47.000000	-31.000000	-63.000000	1671205352.069434	0.000000
65411.000000	-0.053000	0.019000	-0.991000	0.702000	0.153000	0.092000	46.000000	-31.000000	-64.000000	1671205352.269181	0.000000
65411.000000	-0.052000	0.018000	-0.992000	0.763000	0.122000	0.092000	47.000000	-31.000000	-64.000000	1671205352.269181	0.000000
65411.000000	-0.052000	0.021000	-0.992000	0.763000	0.153000	0.092000	47.000000	-30.000000	-65.000000	1671205352.269182	0.000000
65427.000000	-0.052000	0.020000	-0.993000	0.732000	0.153000	0.092000	46.000000	-31.000000	-65.000000	1671205352.274539	0.000000
65427.000000	-0.052000	0.020000	-0.994000	0.732000	0.153000	0.092000	46.000000	-29.000000	-64.000000	1671205352.274540	0.000000
65444.000000	-0.054000	0.019000	-0.992000	0.763000	0.153000	0.092000	47.000000	-29.000000	-65.000000	1671205352.381666	0.000000
65444.000000	-0.054000	0.019000	-0.992000	0.763000	0.122000	0.092000	46.000000	-31.000000	-64.000000	1671205352.381666	0.000000
65444.000000	-0.053000	0.018000	-0.992000	0.732000	0.122000	0.031000	46.000000	-30.000000	-63.000000	1671205352.381666	0.000000
65462.000000	-0.053000	0.018000	-0.991000	0.793000	0.122000	0.061000	46.000000	-30.000000	-65.000000	1671205352.582898	0.000000
65462.000000	-0.054000	0.018000	-0.993000	0.732000	0.153000	0.061000	46.000000	-31.000000	-64.000000	1671205352.582899	0.000000
65462.000000	-0.053000	0.018000	-0.992000	0.763000	0.122000	0.092000	46.000000	-30.000000	-65.000000	1671205352.582899	0.000000
65480.000000	-0.053000	0.018000	-0.993000	0.732000	0.122000	0.061000	46.000000	-31.000000	-64.000000	1671205352.584823	0.000000
65480.000000	-0.049000	0.018000	-0.991000	0.763000	0.122000	0.122000	47.000000	-30.000000	-64.000000	1671205352.584823	0.000000
65497.000000	-0.052000	0.019000	-0.992000	0.763000	0.153000	0.092000	47.000000	-30.000000	-65.000000	1671205352.786330	0.000000
65497.000000	-0.054000	0.021000	-0.993000	0.763000	0.122000	0.092000	46.000000	-31.000000	-63.000000	1671205352.786330	0.000000
65497.000000	-0.052000	0.018000	-0.992000	0.732000	0.153000	0.092000	46.000000	-30.000000	-64.000000	1671205352.786331	0.000000
65513.000000	-0.051000	0.019000	-0.992000	0.793000	0.122000	0.061000	46.000000	-29.000000	-65.000000	1671205352.792153	0.000000
65513.000000	-0.052000	0.020000	-0.991000	0.793000	0.153000	0.061000	46.000000	-30.000000	-65.000000	1671205352.792153	0.000000
65533.000000	-0.050000	0.021000	-0.990000	0.732000	0.153000	0.061000	46.000000	-31.000000	-66.000000	1671205352.991288	0.000000
