package_num_channel	PPG_1	PPG_2	PPG_3
22542.000000	2854.000000	2633.000000	533.000000	1680608173.939070	0.000000
22542.000000	2856.000000	2627.000000	526.000000	1680608173.939070	0.000000
22560.000000	2853.000000	2635.000000	528.000000	1680608174.078909	0.000000
22560.000000	2850.000000	2627.000000	530.000000	1680608174.078909	0.000000
22560.000000	2851.000000	2635.000000	524.000000	1680608174.078909	0.000000
22576.000000	2852.000000	2632.000000	522.000000	1680608174.181599	0.000000
22576.000000	2861.000000	2631.000000	524.000000	1680608174.181599	0.000000
22576.000000	2860.000000	2632.000000	526.000000	1680608174.181599	0.000000
22594.000000	2856.000000	2634.000000	527.000000	1680608174.283783	0.000000
22594.000000	2850.000000	2633.000000	519.000000	1680608174.283783	0.000000
22613.000000	2856.000000	2629.000000	522.000000	1680608174.376373	0.000000
22613.000000	2854.000000	2635.000000	522.000000	1680608174.376374	0.000000
22613.000000	2859.000000	2629.000000	543.000000	1680608174.376374	0.000000
22631.000000	2855.000000	2626.000000	535.000000	1680608174.488211	0.000000
22631.000000	2853.000000	2627.000000	538.000000	1680608174.488211	0.000000
22648.000000	2856.000000	2628.000000	526.000000	1680608174.591021	0.000000
22648.000000	2853.000000	2633.000000	526.000000	1680608174.591021	0.000000
22648.000000	2853.000000	2634.000000	523.000000	1680608174.591022	0.000000
22665.000000	2850.000000	2635.000000	522.000000	1680608174.693248	0.000000
22665.000000	2861.000000	2631.000000	527.000000	1680608174.693248	0.000000
22665.000000	2846.000000	2630.000000	530.000000	1680608174.693248	0.000000
22682.000000	2858.000000	2632.000000	534.000000	1680608174.804573	0.000000
22682.000000	2852.000000	2636.000000	529.000000	1680608174.804574	0.000000
22700.000000	2863.000000	2632.000000	527.000000	1680608174.897741	0.000000
22700.000000	2868.000000	2633.000000	522.000000	1680608174.897742	0.000000
22700.000000	2860.000000	2632.000000	528.000000	1680608174.897742	0.000000
22718.000000	2855.000000	2622.000000	526.000000	1680608175.000843	0.000000
22718.000000	2851.000000	2623.000000	528.000000	1680608175.000843	0.000000
22736.000000	2856.000000	2626.000000	526.000000	1680608175.073246	0.000000
22736.000000	2855.000000	2625.000000	526.000000	1680608175.073246	0.000000
22736.000000	2856.000000	2624.000000	527.000000	1680608175.073246	0.000000
22751.000000	2854.000000	2623.000000	527.000000	1680608175.205970	0.000000
22751.000000	2855.000000	2623.000000	533.000000	1680608175.205971	0.000000
22751.000000	2859.000000	2633.000000	531.000000	1680608175.205971	0.000000
22770.000000	2859.000000	2641.000000	529.000000	1680608175.307846	0.000000
22770.000000	2856.000000	2643.000000	524.000000	1680608175.307846	0.000000
22789.000000	2857.000000	2636.000000	526.000000	1680608175.404006	0.000000
22789.000000	2851.000000	2625.000000	525.000000	1680608175.404006	0.000000
22789.000000	2858.000000	2623.000000	525.000000	1680608175.404006	0.000000
22807.000000	2857.000000	2631.000000	527.000000	1680608175.514071	0.000000
22807.000000	2847.000000	2633.000000	526.000000	1680608175.514071	0.000000
22824.000000	2855.000000	2631.000000	525.000000	1680608175.609138	0.000000
22824.000000	2858.000000	2637.000000	523.000000	1680608175.609138	0.000000
22824.000000	2863.000000	2634.000000	524.000000	1680608175.609139	0.000000
22841.000000	2854.000000	2633.000000	520.000000	1680608175.711436	0.000000
22841.000000	2857.000000	2632.000000	525.000000	1680608175.711436	0.000000
22841.000000	2855.000000	2629.000000	517.000000	1680608175.711436	0.000000
22858.000000	2850.000000	2632.000000	522.000000	1680608175.821515	0.000000
22858.000000	2856.000000	2631.000000	525.000000	1680608175.821516	0.000000
22877.000000	2854.000000	2632.000000	539.000000	1680608175.922106	0.000000
22877.000000	2856.000000	2630.000000	538.000000	1680608175.922106	0.000000
22877.000000	2854.000000	2628.000000	530.000000	1680608175.922106	0.000000
22894.000000	2853.000000	2633.000000	528.000000	1680608176.024781	0.000000
22894.000000	2848.000000	2634.000000	523.000000	1680608176.024781	0.000000
22910.000000	2850.000000	2634.000000	524.000000	1680608176.127491	0.000000
22910.000000	2851.000000	2632.000000	525.000000	1680608176.127491	0.000000
22910.000000	2852.000000	2631.000000	526.000000	1680608176.127491	0.000000
22927.000000	2852.000000	2631.000000	529.000000	1680608176.229532	0.000000
22927.000000	2853.000000	2630.000000	530.000000	1680608176.229533	0.000000
22927.000000	2865.000000	2634.000000	529.000000	1680608176.229533	0.000000
22948.000000	2869.000000	2634.000000	528.000000	1680608176.332358	0.000000
22948.000000	2863.000000	2632.000000	528.000000	1680608176.332359	0.000000
22965.000000	2862.000000	2630.000000	526.000000	1680608176.428417	0.000000
22965.000000	2855.000000	2630.000000	531.000000	1680608176.428417	0.000000
22965.000000	2855.000000	2633.000000	526.000000	1680608176.428417	0.000000
22982.000000	2850.000000	2628.000000	522.000000	1680608176.541151	0.000000
22982.000000	2853.000000	2627.000000	527.000000	1680608176.541152	0.000000
22999.000000	2860.000000	2627.000000	525.000000	1680608176.742608	0.000000
22999.000000	2858.000000	2626.000000	533.000000	1680608176.742608	0.000000
22999.000000	2858.000000	2634.000000	525.000000	1680608176.742609	0.000000
23017.000000	2858.000000	2637.000000	531.000000	1680608176.747419	0.000000
23017.000000	2854.000000	2640.000000	525.000000	1680608176.747419	0.000000
23017.000000	2855.000000	2636.000000	526.000000	1680608176.747419	0.000000
23034.000000	2853.000000	2632.000000	529.000000	1680608176.947157	0.000000
23034.000000	2856.000000	2626.000000	526.000000	1680608176.947157	0.000000
23053.000000	2854.000000	2623.000000	526.000000	1680608176.954885	0.000000
23053.000000	2853.000000	2632.000000	525.000000	1680608176.954885	0.000000
23053.000000	2857.000000	2634.000000	526.000000	1680608176.954887	0.000000
23068.000000	2859.000000	2627.000000	521.000000	1680608177.151103	0.000000
23068.000000	2859.000000	2626.000000	524.000000	1680608177.151103	0.000000
23086.000000	2859.000000	2629.000000	531.000000	1680608177.159045	0.000000
23086.000000	2862.000000	2638.000000	533.000000	1680608177.159045	0.000000
23086.000000	2853.000000	2640.000000	531.000000	1680608177.159046	0.000000
23104.000000	2856.000000	2639.000000	525.000000	1680608177.355712	0.000000
23104.000000	2857.000000	2637.000000	529.000000	1680608177.355712	0.000000
23124.000000	2858.000000	2633.000000	527.000000	1680608177.375698	0.000000
23124.000000	2853.000000	2636.000000	525.000000	1680608177.375698	0.000000
23124.000000	2854.000000	2631.000000	529.000000	1680608177.375699	0.000000
23141.000000	2850.000000	2634.000000	529.000000	1680608177.560874	0.000000
23141.000000	2855.000000	2638.000000	528.000000	1680608177.560874	0.000000
23141.000000	2860.000000	2633.000000	526.000000	1680608177.560874	0.000000
23158.000000	2862.000000	2633.000000	527.000000	1680608177.582107	0.000000
23158.000000	2856.000000	2632.000000	527.000000	1680608177.582107	0.000000
23175.000000	2854.000000	2630.000000	525.000000	1680608177.768261	0.000000
23175.000000	2848.000000	2629.000000	520.000000	1680608177.768261	0.000000
23175.000000	2857.000000	2635.000000	518.000000	1680608177.768262	0.000000
23193.000000	2858.000000	2627.000000	524.000000	1680608177.785940	0.000000
23193.000000	2853.000000	2637.000000	537.000000	1680608177.785940	0.000000
23210.000000	2851.000000	2630.000000	535.000000	1680608177.970366	0.000000
23210.000000	2856.000000	2637.000000	530.000000	1680608177.970366	0.000000
23210.000000	2856.000000	2631.000000	525.000000	1680608177.970367	0.000000
23227.000000	2852.000000	2637.000000	526.000000	1680608177.998616	0.000000
23227.000000	2855.000000	2635.000000	526.000000	1680608177.998616	0.000000
23227.000000	2854.000000	2635.000000	522.000000	1680608177.998616	0.000000
23244.000000	2847.000000	2626.000000	527.000000	1680608178.175410	0.000000
23244.000000	2852.000000	2631.000000	535.000000	1680608178.175411	0.000000
23262.000000	2851.000000	2632.000000	531.000000	1680608178.204297	0.000000
23262.000000	2865.000000	2630.000000	526.000000	1680608178.204297	0.000000
23262.000000	2865.000000	2633.000000	528.000000	1680608178.204297	0.000000
23282.000000	2865.000000	2630.000000	524.000000	1680608178.380414	0.000000
23282.000000	2857.000000	2626.000000	526.000000	1680608178.380414	0.000000
23300.000000	2856.000000	2629.000000	527.000000	1680608178.471640	0.000000
23300.000000	2852.000000	2631.000000	526.000000	1680608178.471640	0.000000
23300.000000	2847.000000	2630.000000	522.000000	1680608178.471640	0.000000
23315.000000	2858.000000	2626.000000	524.000000	1680608178.586467	0.000000
23315.000000	2858.000000	2621.000000	525.000000	1680608178.586467	0.000000
23315.000000	2857.000000	2620.000000	533.000000	1680608178.586468	0.000000
23334.000000	2859.000000	2633.000000	533.000000	1680608178.619295	0.000000
23334.000000	2859.000000	2641.000000	532.000000	1680608178.619295	0.000000
23351.000000	2854.000000	2642.000000	528.000000	1680608178.790377	0.000000
23351.000000	2859.000000	2633.000000	526.000000	1680608178.790378	0.000000
23351.000000	2854.000000	2635.000000	531.000000	1680608178.790378	0.000000
